OPPONENT_ID,POSITION,PTS,REB,AST,FGM,FGA,FG3M,FG3A,FTA,FTM,TOV,STL,BLK,OPP_MIN,eFG_PCT,TS_PCT,FTr,L5_PTS,L5_REB,L5_AST,TEAM_PTS,TEAM_REB,TEAM_AST,TEAM_ID,PACE,DEF_RTG,TEAM,PTS_RANK,REB_RANK,AST_RANK,FG3M_RANK,FG3A_RANK,STL_RANK,BLK_RANK,eFG_RANK,TS_RANK,FTr_RANK,PACE_RANK,DEF_RTG_RANK,TOV_RANK
1610612758,PF,14.73,5.5,2.57,5.39,10.91,1.43,3.98,3.09,2.53,1.64,0.89,0.69,28.76,55.92,60.03,0.28,14.3,5.5,3.7,17.68,3.79,3.55,1610612758,101.97,118.76,SAC,12.0,22.0,17.0,22.0,22.0,22.0,13.0,14.0,10.0,17.0,18.0,3.0,19.0
1610612758,PG,16.93,4.18,6.15,6.14,12.11,2.11,5.07,3.13,2.54,1.97,1.27,0.34,29.47,59.44,62.77,0.26,14.0,3.4,5.0,13.23,3.58,4.65,1610612758,101.97,118.76,SAC,11.0,16.0,2.0,7.0,27.0,8.0,17.0,1.0,1.0,20.0,18.0,3.0,3.0
1610612758,SF,15.96,4.14,2.91,5.78,11.55,1.9,5.01,3.1,2.49,1.58,0.79,0.29,28.99,58.32,61.78,0.27,18.75,4.19,5.81,15.2,5.33,6.32,1610612758,101.97,118.76,SAC,11.0,30.0,21.0,16.0,21.0,29.0,30.0,3.0,3.0,11.0,18.0,3.0,7.0
1610612758,SG,14.03,3.71,3.4,4.89,10.67,2.01,5.27,2.66,2.25,1.52,1.13,0.3,27.98,55.23,59.25,0.25,14.6,2.65,2.95,14.66,3.15,2.67,1610612758,101.97,118.76,SAC,9.0,12.0,3.0,12.0,17.0,8.0,23.0,10.0,10.0,8.0,18.0,3.0,16.0
1610612759,C,14.15,8.11,3.1,5.49,11.47,1.0,3.05,2.84,2.16,1.51,0.82,0.93,28.2,52.25,55.62,0.25,18.33,6.58,5.17,18.46,9.54,2.65,1610612759,102.28,108.88,SAS,10.0,22.0,1.0,6.0,3.0,15.0,25.0,30.0,30.0,29.0,16.0,28.0,8.0
1610612759,PF,13.47,5.83,2.47,4.83,10.46,1.43,4.02,3.06,2.39,1.39,0.97,0.62,29.81,52.97,57.06,0.29,11.2,4.5,1.7,10.32,3.38,2.01,1610612759,102.28,108.88,SAS,27.0,16.0,21.0,22.0,18.0,15.0,19.0,25.0,25.0,13.0,16.0,28.0,5.0
1610612759,PG,16.87,4.56,5.18,5.97,13.5,1.97,5.27,3.64,2.97,1.99,1.17,0.47,30.57,51.48,55.84,0.27,12.13,3.57,5.83,17.86,4.53,6.8,1610612759,102.28,108.88,SAS,13.0,3.0,26.0,19.0,20.0,19.0,3.0,28.0,26.0,14.0,16.0,28.0,4.0
1610612759,SF,15.17,4.94,3.07,5.49,11.7,1.94,5.06,2.72,2.25,1.37,0.87,0.38,30.23,55.21,58.79,0.23,14.38,5.06,2.25,12.9,5.64,1.47,1610612759,102.28,108.88,SAS,22.0,19.0,16.0,10.0,18.0,25.0,22.0,14.0,14.0,27.0,16.0,28.0,1.0
1610612759,SG,13.87,3.66,3.14,5.03,11.19,1.98,5.33,2.14,1.82,1.58,0.99,0.35,28.72,53.82,57.16,0.19,10.75,3.88,2.25,13.57,3.82,3.32,1610612759,102.28,108.88,SAS,14.0,16.0,13.0,15.0,14.0,19.0,15.0,24.0,23.0,27.0,16.0,28.0,19.0
1610612760,C,12.25,8.52,2.56,4.56,9.14,0.74,2.05,3.52,2.39,1.78,0.82,0.94,27.73,53.89,57.28,0.38,14.8,9.4,2.4,10.4,8.83,3.21,1610612760,102.47,105.05,OKC,28.0,14.0,15.0,25.0,26.0,15.0,24.0,29.0,29.0,6.0,15.0,30.0,27.0
1610612760,PF,13.76,6.14,2.76,4.83,10.83,1.66,4.82,3.2,2.44,1.82,0.91,0.6,29.64,52.26,56.21,0.3,10.33,5.67,1.67,14.78,8.09,2.18,1610612760,102.47,105.05,OKC,24.0,3.0,5.0,5.0,3.0,21.0,21.0,27.0,28.0,10.0,15.0,30.0,26.0
1610612760,PG,14.53,4.0,5.11,5.32,12.24,2.02,5.45,2.42,1.88,2.65,0.86,0.36,29.48,51.69,54.61,0.2,18.0,5.0,7.0,31.39,4.39,6.5,1610612760,102.47,105.05,OKC,30.0,19.0,27.0,14.0,14.0,30.0,13.0,25.0,29.0,30.0,15.0,30.0,29.0
1610612760,SF,14.19,5.1,2.86,4.86,11.57,1.92,5.37,3.23,2.56,2.19,0.93,0.43,29.44,50.29,54.63,0.28,15.9,5.4,2.6,8.98,3.83,1.34,1610612760,102.47,105.05,OKC,30.0,14.0,23.0,12.0,5.0,21.0,21.0,30.0,30.0,8.0,15.0,30.0,30.0
1610612760,SG,12.86,3.93,2.7,4.45,10.33,2.12,5.44,2.36,1.84,1.61,0.97,0.31,28.03,53.32,56.56,0.23,11.97,4.13,1.6,12.06,3.66,2.92,1610612760,102.47,105.05,OKC,29.0,5.0,29.0,6.0,8.0,20.0,21.0,27.0,26.0,16.0,15.0,30.0,24.0
1610612761,C,13.35,8.64,2.24,5.16,9.16,0.65,2.04,3.04,2.37,1.62,0.85,1.18,28.27,59.89,63.55,0.33,17.5,8.38,2.12,13.14,6.65,2.26,1610612761,101.14,110.9,TOR,23.0,13.0,26.0,26.0,27.0,14.0,13.0,9.0,5.0,13.0,21.0,24.0,18.0
1610612761,PF,13.82,5.79,2.28,5.02,10.3,1.48,4.13,3.05,2.31,1.57,0.94,0.67,29.2,55.91,59.38,0.3,13.2,3.2,3.0,15.78,7.33,4.89,1610612761,101.14,110.9,TOR,21.0,17.0,30.0,18.0,16.0,18.0,14.0,15.0,14.0,10.0,21.0,24.0,16.0
1610612761,PG,16.68,3.67,4.99,5.75,12.8,1.92,5.59,3.94,3.25,2.3,1.18,0.49,29.5,52.48,57.4,0.31,15.0,3.9,3.8,12.83,3.17,5.91,1610612761,101.14,110.9,TOR,18.0,28.0,30.0,21.0,11.0,17.0,1.0,18.0,17.0,5.0,21.0,24.0,20.0
1610612761,SF,14.37,4.87,2.96,5.12,11.08,1.75,4.84,2.92,2.38,1.98,0.89,0.71,29.84,54.13,58.13,0.26,18.33,4.67,3.17,20.13,5.32,3.47,1610612761,101.14,110.9,TOR,29.0,21.0,18.0,26.0,26.0,24.0,1.0,24.0,22.0,15.0,21.0,24.0,26.0
1610612761,SG,13.9,3.58,3.09,4.84,10.77,2.1,5.45,2.58,2.12,1.89,0.9,0.35,28.51,54.67,58.36,0.24,12.29,3.58,3.08,10.01,3.59,1.4,1610612761,101.14,110.9,TOR,13.0,23.0,16.0,8.0,7.0,27.0,15.0,16.0,15.0,14.0,21.0,24.0,30.0
1610612762,C,14.47,8.49,2.91,5.72,9.56,0.99,2.47,3.02,2.05,1.55,0.82,1.45,28.03,64.98,66.47,0.32,22.67,12.67,6.67,13.07,9.38,3.82,1610612762,104.74,120.34,UTA,9.0,17.0,3.0,7.0,14.0,15.0,5.0,1.0,1.0,16.0,3.0,1.0,12.0
1610612762,PF,15.61,5.36,2.97,5.48,10.99,1.6,4.44,3.92,3.05,1.77,1.08,0.81,28.52,57.15,61.4,0.36,14.25,5.75,1.25,21.69,6.95,2.16,1610612762,104.74,120.34,UTA,2.0,26.0,3.0,7.0,10.0,3.0,6.0,8.0,5.0,3.0,3.0,1.0,25.0
1610612762,PG,19.09,4.49,6.02,6.33,13.27,2.51,6.42,4.72,3.92,2.23,1.39,0.48,30.47,57.15,62.19,0.36,18.0,5.6,5.7,18.65,3.35,6.9,1610612762,104.74,120.34,UTA,2.0,6.0,9.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,14.0
1610612762,SF,16.83,5.02,4.23,5.94,11.98,2.22,5.52,3.47,2.72,1.59,1.17,0.51,29.02,58.91,62.33,0.29,16.12,5.88,4.0,16.28,4.08,2.23,1610612762,104.74,120.34,UTA,6.0,15.0,1.0,1.0,2.0,2.0,7.0,1.0,1.0,6.0,3.0,1.0,9.0
1610612762,SG,14.81,4.02,3.69,5.16,11.09,2.2,5.89,2.73,2.29,1.4,1.09,0.38,28.29,56.46,60.27,0.25,17.2,3.33,4.23,10.27,3.61,2.73,1610612762,104.74,120.34,UTA,4.0,3.0,1.0,4.0,2.0,12.0,10.0,4.0,3.0,8.0,3.0,1.0,11.0
1610612763,C,14.11,9.0,2.86,5.44,9.83,0.78,2.2,3.39,2.45,1.92,0.78,1.29,27.38,59.31,62.31,0.34,13.25,8.12,4.75,14.5,6.54,1.7,1610612763,103.57,116.09,MEM,11.0,4.0,7.0,17.0,21.0,19.0,8.0,11.0,13.0,11.0,7.0,7.0,30.0
1610612763,PF,15.32,5.86,2.8,5.7,11.68,1.72,5.06,2.87,2.19,1.67,1.05,0.65,29.48,56.24,59.22,0.25,14.4,6.0,3.3,12.97,5.69,2.11,1610612763,103.57,116.09,MEM,5.0,14.0,4.0,4.0,1.0,5.0,16.0,13.0,15.0,26.0,7.0,7.0,21.0
1610612763,PG,16.7,4.65,5.9,5.67,12.57,2.28,5.92,3.74,3.09,2.46,1.19,0.32,29.86,54.15,58.73,0.3,15.7,4.9,6.0,13.94,3.97,6.09,1610612763,103.57,116.09,MEM,16.0,1.0,14.0,2.0,3.0,14.0,18.0,11.0,8.0,7.0,7.0,7.0,24.0
1610612763,SF,15.69,5.14,3.14,5.6,11.69,1.91,5.03,3.12,2.57,1.63,1.0,0.48,28.93,56.1,60.05,0.27,13.62,4.62,3.5,12.88,3.18,1.64,1610612763,103.57,116.09,MEM,16.0,12.0,14.0,14.0,19.0,19.0,12.0,8.0,6.0,11.0,7.0,7.0,14.0
1610612763,SG,14.03,3.61,3.29,5.04,10.93,1.93,5.23,2.48,2.01,1.62,1.21,0.42,28.08,54.94,58.33,0.23,14.2,3.7,1.5,11.19,3.99,3.44,1610612763,103.57,116.09,MEM,9.0,19.0,6.0,16.0,18.0,5.0,3.0,14.0,16.0,16.0,7.0,7.0,25.0
1610612764,C,16.49,9.18,2.55,6.21,10.86,0.97,2.68,3.98,3.11,1.51,0.75,1.56,26.9,61.64,65.42,0.37,11.62,8.12,2.25,15.93,7.28,2.6,1610612764,103.75,119.68,WAS,1.0,1.0,16.0,8.0,5.0,22.0,2.0,3.0,2.0,8.0,6.0,2.0,8.0
1610612764,PF,15.6,6.32,3.07,5.6,10.86,1.42,3.97,4.0,2.98,1.42,1.04,0.59,28.08,58.15,61.84,0.37,17.46,5.42,2.25,11.25,5.92,2.22,1610612764,103.75,119.68,WAS,3.0,2.0,2.0,24.0,23.0,6.0,23.0,4.0,3.0,1.0,6.0,2.0,6.0
1610612764,PG,17.3,3.9,5.98,6.12,13.15,1.97,5.38,3.68,3.1,1.99,1.3,0.43,28.93,54.0,58.56,0.28,17.33,2.17,6.17,10.99,3.59,4.78,1610612764,103.75,119.68,WAS,8.0,23.0,10.0,19.0,17.0,4.0,5.0,12.0,10.0,12.0,6.0,2.0,4.0
1610612764,SF,16.45,5.39,3.18,5.74,11.72,2.17,5.13,3.42,2.81,1.61,1.12,0.47,28.53,58.23,62.22,0.29,18.5,5.25,5.0,13.29,4.92,3.01,1610612764,103.75,119.68,WAS,8.0,5.0,11.0,2.0,14.0,4.0,15.0,4.0,2.0,6.0,6.0,2.0,13.0
1610612764,SG,12.97,3.71,3.2,4.51,9.93,1.88,5.08,2.46,2.06,1.44,1.27,0.37,27.8,54.93,58.89,0.25,15.29,3.38,3.79,13.48,3.83,2.5,1610612764,103.75,119.68,WAS,27.0,12.0,11.0,19.0,19.0,2.0,12.0,15.0,11.0,8.0,6.0,2.0,12.0
1610612765,C,12.05,7.79,2.36,4.51,8.63,0.86,2.36,2.85,2.17,1.72,1.0,1.24,27.96,57.27,60.98,0.33,12.0,5.88,1.5,16.0,8.45,1.88,1610612765,101.88,107.47,DET,30.0,28.0,22.0,14.0,17.0,6.0,11.0,22.0,19.0,13.0,19.0,29.0,25.0
1610612765,PF,13.23,5.71,2.41,4.5,10.09,1.47,4.26,3.62,2.76,1.99,1.01,1.09,29.37,51.91,56.64,0.36,13.9,6.8,4.1,13.93,5.56,2.58,1610612765,101.88,107.47,DET,28.0,18.0,25.0,20.0,14.0,8.0,1.0,28.0,26.0,3.0,19.0,29.0,30.0
1610612765,PG,14.97,3.81,5.07,5.09,12.36,1.63,5.25,3.9,3.16,2.46,1.28,0.41,30.11,47.8,53.19,0.32,18.9,1.8,4.2,20.34,4.52,8.23,1610612765,101.88,107.47,DET,28.0,25.0,28.0,30.0,21.0,6.0,8.0,30.0,30.0,3.0,19.0,29.0,24.0
1610612765,SF,17.11,4.7,2.79,5.7,12.81,1.8,5.17,4.85,3.91,2.12,1.07,0.52,30.42,51.55,57.27,0.38,7.5,4.38,1.5,11.07,4.14,2.67,1610612765,101.88,107.47,DET,1.0,23.0,27.0,22.0,11.0,12.0,5.0,29.0,28.0,1.0,19.0,29.0,29.0
1610612765,SG,13.64,3.46,2.4,4.7,10.52,1.99,5.31,2.72,2.25,1.58,0.91,0.52,28.82,54.09,58.17,0.26,11.53,3.4,2.53,9.11,2.76,2.13,1610612765,101.88,107.47,DET,18.0,27.0,30.0,13.0,15.0,25.0,1.0,21.0,19.0,1.0,19.0,29.0,19.0
1610612766,C,13.76,6.94,2.38,5.37,10.52,1.17,3.17,2.41,1.84,1.31,0.74,1.12,27.83,56.63,59.38,0.23,10.8,6.1,2.1,9.13,8.54,1.62,1610612766,99.47,112.41,CHA,15.0,30.0,21.0,3.0,2.0,23.0,18.0,23.0,26.0,30.0,27.0,17.0,3.0
1610612766,PF,14.42,5.34,2.74,5.47,10.78,1.57,4.14,2.51,1.92,1.52,0.72,0.42,28.83,57.99,60.69,0.23,13.73,6.13,1.67,16.61,6.11,2.92,1610612766,99.47,112.41,CHA,15.0,27.0,7.0,11.0,15.0,30.0,30.0,5.0,7.0,29.0,27.0,17.0,13.0
1610612766,PG,16.42,3.69,5.43,5.98,12.85,1.9,5.13,2.98,2.55,2.04,1.17,0.28,29.84,53.93,57.95,0.23,16.12,4.0,4.25,18.27,4.58,6.42,1610612766,99.47,112.41,CHA,21.0,27.0,22.0,22.0,26.0,19.0,25.0,13.0,15.0,28.0,27.0,17.0,8.0
1610612766,SF,14.85,4.76,2.8,5.54,11.68,1.78,4.65,2.55,1.99,1.5,1.05,0.55,29.42,55.05,58.0,0.22,11.5,0.5,1.5,19.03,5.11,3.36,1610612766,99.47,112.41,CHA,26.0,22.0,25.0,24.0,28.0,14.0,2.0,17.0,24.0,28.0,27.0,17.0,4.0
1610612766,SG,13.03,3.63,3.26,4.54,10.53,1.67,4.88,2.74,2.29,1.26,1.03,0.28,28.17,51.02,55.53,0.26,11.73,3.43,3.03,9.96,3.12,2.77,1610612766,99.47,112.41,CHA,25.0,18.0,7.0,28.0,26.0,17.0,27.0,30.0,28.0,1.0,27.0,17.0,5.0
